job_title,num_postings,top_skills,top_skills_with_freq,skills_json
Delivery Driver,10,"teamwork, priority management, customer service, driver's license, communication, lifting, listening, automotive parts, communication skills, sales","teamwork (6.16%), priority management (4.11%), customer service (4.11%), driver's license (3.42%), communication (2.74%), lifting (2.05%), listening (2.05%), automotive parts (2.05%), communication skills (2.05%), sales (2.05%)","[('teamwork', 0.06164383561643835), ('priority management', 0.0410958904109589), ('customer service', 0.0410958904109589), (""driver's license"", 0.03424657534246575), ('communication', 0.0273972602739726), ('lifting', 0.02054794520547945), ('listening', 0.02054794520547945), ('automotive parts', 0.02054794520547945), ('communication skills', 0.02054794520547945), ('sales', 0.02054794520547945)]"
Marketing Executive,10,"digital marketing, social media marketing, communication, data analysis, content creation, marketing, social media management, event planning, project management, seo","digital marketing (2.27%), social media marketing (2.27%), communication (2.27%), data analysis (2.27%), content creation (1.82%), marketing (1.82%), social media management (1.82%), event planning (1.82%), project management (1.82%), seo (1.36%)","[('digital marketing', 0.022727272727272728), ('social media marketing', 0.022727272727272728), ('communication', 0.022727272727272728), ('data analysis', 0.022727272727272728), ('content creation', 0.01818181818181818), ('marketing', 0.01818181818181818), ('social media management', 0.01818181818181818), ('event planning', 0.01818181818181818), ('project management', 0.01818181818181818), ('seo', 0.013636363636363636)]"
Commercial Analyst,10,"forecasting, data analysis, business partnering, budgeting, accounting, communication skills, finance, ca, data visualization, tertiary qualifications","forecasting (3.09%), data analysis (2.06%), business partnering (2.06%), budgeting (2.06%), accounting (2.06%), communication skills (1.55%), finance (1.55%), ca (1.55%), data visualization (1.03%), tertiary qualifications (1.03%)","[('forecasting', 0.030927835051546393), ('data analysis', 0.020618556701030927), ('business partnering', 0.020618556701030927), ('budgeting', 0.020618556701030927), ('accounting', 0.020618556701030927), ('communication skills', 0.015463917525773196), ('finance', 0.015463917525773196), ('ca', 0.015463917525773196), ('data visualization', 0.010309278350515464), ('tertiary qualifications', 0.010309278350515464)]"
B2B Account Executive 100% Remote,10,"b2b sales, salesforce, critical thinking, bachelor's or master's degree, value selling, sales coaching, relationship building, sales presentations, sales cycle management, lead generation","b2b sales (5.00%), salesforce (4.50%), critical thinking (4.50%), bachelor's or master's degree (3.50%), value selling (3.50%), sales coaching (3.50%), relationship building (3.50%), sales presentations (3.00%), sales cycle management (2.50%), lead generation (2.50%)","[('b2b sales', 0.05), ('salesforce', 0.045), ('critical thinking', 0.045), (""bachelor's or master's degree"", 0.035), ('value selling', 0.035), ('sales coaching', 0.035), ('relationship building', 0.035), ('sales presentations', 0.03), ('sales cycle management', 0.025), ('lead generation', 0.025)]"
Technical Writer,10,"technical writing, formatting, document management, project management, excel, templating, technical documentation, operating procedures, business management systems, document control","technical writing (5.03%), formatting (2.01%), document management (1.51%), project management (1.01%), excel (1.01%), templating (1.01%), technical documentation (1.01%), operating procedures (1.01%), business management systems (1.01%), document control (1.01%)","[('technical writing', 0.05025125628140704), ('formatting', 0.020100502512562814), ('document management', 0.01507537688442211), ('project management', 0.010050251256281407), ('excel', 0.010050251256281407), ('templating', 0.010050251256281407), ('technical documentation', 0.010050251256281407), ('operating procedures', 0.010050251256281407), ('business management systems', 0.010050251256281407), ('document control', 0.010050251256281407)]"
Agent de sécurité,10,"first aid, emergency response, patrolling, security, access control, security guard, communication, customer service, interpersonal skills, computer skills","first aid (4.09%), emergency response (3.51%), patrolling (2.92%), security (2.34%), access control (2.34%), security guard (2.34%), communication (1.75%), customer service (1.75%), interpersonal skills (1.75%), computer skills (1.75%)","[('first aid', 0.04093567251461988), ('emergency response', 0.03508771929824561), ('patrolling', 0.029239766081871343), ('security', 0.023391812865497075), ('access control', 0.023391812865497075), ('security guard', 0.023391812865497075), ('communication', 0.017543859649122806), ('customer service', 0.017543859649122806), ('interpersonal skills', 0.017543859649122806), ('computer skills', 0.017543859649122806)]"
Design Engineer,10,"manufacturing, project management, time management, microsoft office, design, communication, road design, 5, organizational skills, finite element analysis","manufacturing (1.68%), project management (1.68%), time management (1.26%), microsoft office (1.26%), design (1.26%), communication (1.26%), road design (0.84%), 5 (0.84%), organizational skills (0.84%), finite element analysis (0.84%)","[('manufacturing', 0.01680672268907563), ('project management', 0.01680672268907563), ('time management', 0.012605042016806723), ('microsoft office', 0.012605042016806723), ('design', 0.012605042016806723), ('communication', 0.012605042016806723), ('road design', 0.008403361344537815), ('5', 0.008403361344537815), ('organizational skills', 0.008403361344537815), ('finite element analysis', 0.008403361344537815)]"
Community Health Nurse (RN),10,"collaboration, confidentiality, communication, problem solving, critical thinking, documentation, independence, facilitation, resiliency, coaching","collaboration (2.75%), confidentiality (2.75%), communication (2.48%), problem solving (2.48%), critical thinking (2.48%), documentation (2.20%), independence (2.20%), facilitation (2.20%), resiliency (1.93%), coaching (1.93%)","[('collaboration', 0.027548209366391185), ('confidentiality', 0.027548209366391185), ('communication', 0.024793388429752067), ('problem solving', 0.024793388429752067), ('critical thinking', 0.024793388429752067), ('documentation', 0.02203856749311295), ('independence', 0.02203856749311295), ('facilitation', 0.02203856749311295), ('resiliency', 0.01928374655647383), ('coaching', 0.01928374655647383)]"
"Chef d'équipe senior, Services en changements climatiques et développement durable (ESG)",10,"project management, business development, team leadership, climate change, analytical skills, sustainability, esg, stakeholder engagement, sustainability reporting, adaptability","project management (3.14%), business development (3.14%), team leadership (2.83%), climate change (2.20%), analytical skills (2.20%), sustainability (1.89%), esg (1.89%), stakeholder engagement (1.89%), sustainability reporting (1.89%), adaptability (1.57%)","[('project management', 0.031446540880503145), ('business development', 0.031446540880503145), ('team leadership', 0.02830188679245283), ('climate change', 0.0220125786163522), ('analytical skills', 0.0220125786163522), ('sustainability', 0.018867924528301886), ('esg', 0.018867924528301886), ('stakeholder engagement', 0.018867924528301886), ('sustainability reporting', 0.018867924528301886), ('adaptability', 0.015723270440251572)]"
Maintenance Fitter,10,"maintenance, preventative maintenance, mechanical trade certificate, teamwork, troubleshooting, communication, project management, critical thinking, repair, production","maintenance (5.06%), preventative maintenance (2.25%), mechanical trade certificate (2.25%), teamwork (1.69%), troubleshooting (1.12%), communication (1.12%), project management (1.12%), critical thinking (1.12%), repair (1.12%), production (1.12%)","[('maintenance', 0.05056179775280899), ('preventative maintenance', 0.02247191011235955), ('mechanical trade certificate', 0.02247191011235955), ('teamwork', 0.016853932584269662), ('troubleshooting', 0.011235955056179775), ('communication', 0.011235955056179775), ('project management', 0.011235955056179775), ('critical thinking', 0.011235955056179775), ('repair', 0.011235955056179775), ('production', 0.011235955056179775)]"
